KM,Link,Detalhe_Combustivel,Detalhe_Cor,Situação,Detalhe_Localizacao,UF,Detalhe_KM_Veiculo,Detalhe_Valor_Mercado,Detalhe_Ano_Veiculo,Detalhe_Possui_Chave,Valor do Lance,Detalhe_Tipo_Retomada,Detalhe_Tipo_Veiculo,Data Leilão,Imagem,Ano,Título
216.094 km,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/fox-gii-1.6-(4p%2F2p)/ano.2012/9c49093a-416a-11f0-b593-02420a000005,,N/A,Leilão ao vivo em: 4 dias 14h14m52s,N/A,GO,,N/A,,N/A,"R$ 19.300,00",N/A,N/A,24/06/2025,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750275432759_4686fc09-2c62-4ddf-a526-56e83232ae38_pequena_leilo.webp,2011,VOLKSWAGEN/FOX GII 1.6 (4P/2P)
143.322 km,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/fiorino-1.4-flex/ano.2015/6c13e750-453e-11f0-b593-02420a000005,,N/A,Leilão: Leilão: 24/06/2025 Ter • 12:30,N/A,GO,,N/A,,N/A,"R$ 28.400,00",N/A,N/A,24/06/2025,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,FIAT/FIORINO 1.4 FLEX
58.722 km,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2020/d70d71de-462f-11f0-b593-02420a000005,,N/A,Leilão ao vivo em: 4 dias 14h16m51s,N/A,GO,,N/A,,N/A,"R$ 27.800,00",N/A,N/A,24/06/2025,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750275536963_e607c0ee-0535-4006-bdf6-6fbd649941e8_pequena_leilo.webp,2019,VOLKSWAGEN/GOL MC4 (4P/2P)
143.586 km,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/nova-saveiro-cabine-estendida-(2p)/ano.2014/da9dbc02-463b-11f0-b593-02420a000005,N/A,N/A,Leilão: Leilão: 24/06/2025 Ter • 12:30,N/A,GO,N/A,N/A,,N/A,"R$ 26.200,00",N/A,N/A,24/06/2025,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2013,VOLKSWAGEN/NOVA SAVEIRO CABINE ESTENDIDA (2P)
110.509 km,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/palio-attract-(4p)/ano.2015/486df81e-1ab6-11f0-abeb-02420a0000a3,,N/A,Leilão ao vivo em: 4 dias 14h17m50s,N/A,GO,,N/A,,N/A,"R$ 21.500,00",N/A,N/A,24/06/2025,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750275515869_dc0b2dbc-b521-4462-8eef-96bcc6e1ab67_pequena_leilo.webp,2014,FIAT/PALIO ATTRACT (4P)
156.829 km,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/renault/sandero-authentique-(2p%2F4p)/ano.2016/a1b0d4d6-2b3c-11f0-9f79-02420a000005,,N/A,Leilão ao vivo em: 4 dias 14h18m19s,N/A,GO,,N/A,,N/A,"R$ 19.400,00",N/A,N/A,24/06/2025,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750274806741_ce5096d5-058f-461a-ae09-3f8d2ef487c9_pequena_leilo.webp,2015,RENAULT/SANDERO AUTHENTIQUE (2P/4P)
123.007 km,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/honda/civic-lxs-(4p)/ano.2015/af3700a7-2fef-11f0-9f79-02420a000005,N/A,N/A,Leilão ao vivo em: 4 dias 14h18m49s,N/A,GO,N/A,N/A,N/A,N/A,"R$ 38.800,00",N/A,N/A,24/06/2025,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750275549846_b0c52804-fb24-4fad-b08d-8913cad877dc_pequena_leilo.webp,2015,HONDA/CIVIC LXS (4P)
90.345 km,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ka-se-plus-at-c/ano.2021/50b0e50f-2080-11f0-bcc9-02420a000216,,N/A,Leilão ao vivo em: 4 dias 14h19m18s,N/A,GO,,N/A,,N/A,"R$ 30.500,00",N/A,N/A,24/06/2025,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750274777499_d64b32a4-803f-41c1-be52-565109edfd18_pequena_leilo.webp,2020,FORD/KA SE PLUS AT C
75.593 km,https://leilo.com.br/leilao/goiania-goias/carros/chevrolet/onix-plus-10mt-lt2/ano.2024/3f179089-0be7-11f0-8c72-02420a00002d,,N/A,Leilão ao vivo em: 4 dias 14h19m47s,N/A,,,N/A,,N/A,"R$ 41.600,00",N/A,N/A,24/06/2025,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750274836315_b0f670e1-f827-422d-8a68-bbe478eda909_pequena_leilo.webp,2023,CHEVROLET/ONIX PLUS 10MT LT2
61.736 km,https://leilo.com.br/leilao/goiania-goias/carros/chevrolet/onix-plus-10tat-pr2/ano.2024/2f6b86a4-14a4-11f0-b6cf-02420a00009e,,N/A,Leilão ao vivo em: 4 dias 14h20m14s,N/A,,,N/A,,N/A,"R$ 57.100,00",N/A,N/A,24/06/2025,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2023,CHEVROLET/ONIX PLUS 10TAT PR2
N/A,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/citroen/c3-glx-14-flex-(2p%2F4p)/ano.2009/cac69f94-eaf0-11ef-bd15-02420a00000b,,N/A,Leilão ao vivo em: 4 dias 14h20m42s,N/A,GO,N/A,N/A,,N/A,"R$ 11.000,00",N/A,N/A,24/06/2025,https://leilo.cdndp.com.br/v1/arquivo/2025/6/18/1750270819900_fef1ce9d-2851-4462-b2b3-269bc8a47b8d_pequena_leilo.webp,2009,CITROEN/C3 GLX 14 FLEX (2P/4P)
