Detalhe_Tipo_Veiculo,Detalhe_Tipo_Retomada,Link,Ano,Data Leilao,Detalhe_Combustivel,Detalhe_Valor_Mercado,Detalhe_Localizacao,KM,Imagem,Valor do Lance,Situação,Título,Detalhe_Ano_Veiculo,Detalhe_Cor,UF,Detalhe_Possui_Chave,Detalhe_KM_Veiculo
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/mobi-like-(4p)/ano.2022/74caebba-5fb9-11ef-b7dc-02420a00003e,2021,26/06/2025,Flex,"50.901,00",PATIO MANAUS (MANAUS/AM),49.058 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750445095467_46b4af00-fcbd-41d4-9508-df2c3b00b1d8_pequena_leilo.webp,"R$ 30.200,00",Leilão ao vivo em: 1 dia 13h47m56s,FIAT/MOBI LIKE (4P),2021,Vermelha,AM,Sim,49.058
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-10tmt-ltz/ano.2021/d76b3b5a-196f-11f0-bf87-02420a000088,2021,26/06/2025,Flex,"69.849,00",BENEVIDES-PA (BENEVIDES/PA),134.484 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/24/1750775252448_f6891ba1-54c1-4a7e-b116-0420c1c3a423_pequena_leilo.webp,"R$ 38.500,00",Leilão ao vivo em: 1 dia 13h48m56s,CHEVROLET/ONIX 10TMT LTZ,2021,Prata,PA,Sim,134.484
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-10m-comfort/ano.2024/907112bc-eb01-11ef-bd15-02420a00000b,2023,26/06/2025,Flex,"70.002,00",BENEVIDES-PA (BENEVIDES/PA),20.958 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/23/1750686949630_a041403f-e171-4d33-bb17-34c6b0c524c1_pequena_leilo.webp,"R$ 42.500,00",Leilão ao vivo em: 1 dia 13h50m25s,HYUNDAI/HB20 10M COMFORT,2023,Prata,PA,Sim,20.958
N/A,N/A,https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20-sense/ano.2022/c9ffeae0-252e-11f0-bcc9-02420a000216,2021,26/06/2025,N/A,N/A,N/A,82.224 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508749011_9377ae07-e187-4b05-89af-e201a5d95f19_pequena_leilo.webp,"R$ 34.000,00",Leilão ao vivo em: 1 dia 13h51m54s,HYUNDAI/HB20 SENSE,N/A,N/A,AM,N/A,N/A
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2011/e0ed8cc0-72af-11ef-8b26-02420a000015,2010,26/06/2025,Flex,"25.016,00",PATIO MANAUS (MANAUS/AM),203.953 km,https://leilo.com.br/lote/fotos-modelo/carro.jpg,"R$ 12.000,00",Leilão ao vivo em: 1 dia 13h52m24s,VOLKSWAGEN/GOL 1.0 (2P/4P),2010,Vermelha,AM,Sim,203.953
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20-comfortline-(4p)/ano.2015/c56a97c2-204f-11f0-bcc9-02420a000216,2014,26/06/2025,Flex,"46.531,00",PATIO MANAUS (MANAUS/AM),107.355 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508912983_76fd8f1e-c5b3-44a6-b404-56b1ae7ee668_pequena_leilo.webp,"R$ 23.000,00",Leilão ao vivo em: 1 dia 13h52m51s,HYUNDAI/HB20 COMFORTLINE (4P),2014,Prata,AM,Sim,107.355
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-lt-1.0-(4p)/ano.2015/6fb74475-0978-11f0-8c72-02420a00002d,2015,26/06/2025,Flex,"42.317,00",PATIO MANAUS (MANAUS/AM),128.955 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508975941_231d833f-6174-48bd-bf47-c2083f3fd5e2_pequena_leilo.webp,"R$ 23.000,00",Leilão ao vivo em: 1 dia 13h53m51s,CHEVROLET/ONIX LT 1.0 (4P),2015,Branca,AM,Sim,128.955
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-trail-b-(4p)/ano.2018/695e5b1c-2a78-11f0-9f79-02420a000005,2018,26/06/2025,Flex,"45.002,00",PATIO MANAUS (MANAUS/AM),82.967 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508678420_f2f6c071-9261-4e85-ae04-82533cf5a61a_pequena_leilo.webp,"R$ 24.800,00",Leilão ao vivo em: 1 dia 13h54m20s,FORD/KA TRAIL B (4P),2018,Branca,AM,Sim,82.967
N/A,N/A,https://leilo.com.br/leilao/manaus-amazonas/carros/mercedes-benz/c-180-cgi-(4p)/ano.2011/8d2f657b-703d-11ef-9f48-02420a0000f9,2010,26/06/2025,N/A,N/A,N/A,85.372 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/24/1750800272466_5354fd50-fd7b-4a4d-be00-2d5b66897bf6_pequena_leilo.webp,"R$ 28.000,00",Leilão ao vivo em: 1 dia 13h55m49s,MERCEDES-BENZ/C-180 CGI (4P),N/A,N/A,AM,N/A,N/A
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/da8ecb88-6472-11ef-a9ca-02420a0000bb,2021,26/06/2025,Flex,"46.786,00",PATIO MANAUS (MANAUS/AM),99.199 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/24/1750800307169_92376fb1-ffe6-4943-9cbd-5b55b886490a_pequena_leilo.webp,"R$ 25.000,00",Leilão ao vivo em: 1 dia 13h57m18s,RENAULT/KWID ZEN 1.0 MECANICO (4P),2021,Branca,AM,Sim,99.199
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-joye-(4p)/ano.2019/88fb7525-2d16-11f0-9f79-02420a000005,2018,26/06/2025,Flex,"50.183,00",PATIO MANAUS (MANAUS/AM),83.766 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750509033173_ecdca619-d417-45d7-814e-49cf937fee9a_pequena_leilo.webp,"R$ 27.000,00",Leilão ao vivo em: 1 dia 13h57m47s,CHEVROLET/ONIX JOYE (4P),2018,Vermelha,AM,Sim,83.766
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2009/bfd31da1-31c2-11f0-9f79-02420a000005,2008,26/06/2025,Flex,"22.404,00",PATIO MANAUS (MANAUS/AM),180.963 km,https://leilo.com.br/lote/fotos-modelo/carro.jpg,"R$ 10.000,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,VOLKSWAGEN/GOL 1.0 (2P/4P),2008,Preta,AM,Sim,180.963
N/A,N/A,https://leilo.com.br/leilao/manaus-amazonas/carros/renault/sandero-expression-(4p)/ano.2012/3799f8a7-8cb2-11ef-a6ca-02420a000013,2012,26/06/2025,N/A,N/A,N/A,205.204 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508953815_21490abe-179b-45d2-b8db-73b944860ce7_pequena_leilo.webp,"R$ 11.000,00",Leilão ao vivo em: 1 dia 13h58m43s,RENAULT/SANDERO EXPRESSION (4P),N/A,N/A,AM,N/A,N/A
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2020/28b097b2-2533-11f0-bcc9-02420a000216,2019,26/06/2025,Flex,"46.471,00",PATIO MANAUS (MANAUS/AM),214.609 km,https://leilo.com.br/lote/fotos-modelo/carro.jpg,"R$ 23.000,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,VOLKSWAGEN/GOL MC4 (4P/2P),2019,Cinza,AM,Sim,214.609
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/0f301b91-0e7b-11f0-8c72-02420a00002d,2017,26/06/2025,Flex,"41.269,00",PATIO MANAUS (MANAUS/AM),209.100 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508972803_6690b197-edac-4ce9-921c-5989f23aa401_pequena_leilo.webp,"R$ 20.000,00",Leilão ao vivo em: 1 dia 14h40s,FORD/KA HATCH SE 1.0 B (4P),2017,Branca,AM,Sim,209.100
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-10tat-ltz/ano.2024/5e61ef49-359a-11f0-9f79-02420a000005,2024,26/06/2025,Flex,"93.342,00",BENEVIDES-PA (BENEVIDES/PA),19.138 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/24/1750775162441_59300ba2-45e4-4822-88bb-eed2c99547e1_pequena_leilo.webp,"R$ 56.000,00",Leilão ao vivo em: 1 dia 14h1m39s,CHEVROLET/ONIX 10TAT LTZ,2024,Azul,PA,Sim,19.138
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/porto-velho-rondonia/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2020/42b26cb7-2cfd-11f0-9f79-02420a000005,2019,26/06/2025,Flex,"46.457,00",PORTO VELHO-RO (PORTO VELHO/RO),175.995 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750511194934_4ec30f68-c623-45b7-972b-96c2f9a3c49d_pequena_leilo.webp,"R$ 26.000,00",Leilão ao vivo em: 1 dia 14h3m8s,VOLKSWAGEN/GOL MC4 (4P/2P),2019,Prata,RO,Sim,175.995
Carros,-,https://leilo.com.br/leilao/manaus-amazonas/carros/ford/fiesta-flex-(4p)/ano.2014/491e07ad-3add-11ef-9bb1-02420a00002f,2013,26/06/2025,Flex,"30.753,00",PATIO MANAUS (MANAUS/AM),122.002 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508900755_aecd47ff-3e74-47fe-bb55-8cc9476a24a9_pequena_leilo.webp,"R$ 10.000,00",Leilão ao vivo em: 1 dia 14h3m37s,FORD/FIESTA FLEX (4P),2013,Prata,AM,Sim,122.002
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/kia/picanto-ex3-(4p)/ano.2011/cc3d2169-03df-11ef-b80e-02420a000059,2010,26/06/2025,Gasolina,"30.999,00",BENEVIDES-PA (BENEVIDES/PA),180.590 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508779047_62998779-4179-40cc-a6e0-97e80375b5e4_pequena_leilo.webp,"R$ 12.000,00",Leilão ao vivo em: 1 dia 14h4m7s,KIA/PICANTO EX3 (4P),2010,Branca,PA,Sim,180.590
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/renault/sandero-expression-1.0-16v-(2p%2F4p)/ano.2014/9e2b6f7e-d8c0-11ef-903d-02420a000042,2014,26/06/2025,Flex,"32.005,00",BENEVIDES-PA (BENEVIDES/PA),300.647 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508897805_04cf5266-3fce-4eba-8076-5ceb46268bcc_pequena_leilo.webp,"R$ 11.000,00",Leilão ao vivo em: 1 dia 14h4m35s,RENAULT/SANDERO EXPRESSION 1.0 16V (2P/4P),2014,Prata,PA,Sim,300.647
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-plus-10tat-pr1/ano.2020/7e6927da-0696-11f0-8c72-02420a00002d,2020,26/06/2025,Flex,"74.819,00",BENEVIDES-PA (BENEVIDES/PA),67.178 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508883455_0657b99b-71c8-44e6-9cb8-ff0859981818_pequena_leilo.webp,"R$ 41.500,00",Leilão ao vivo em: 1 dia 14h5m4s,CHEVROLET/ONIX PLUS 10TAT PR1,2020,Prata,PA,Sim,67.178
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/08723b7f-34f1-11f0-9f79-02420a000005,2017,26/06/2025,Flex,"40.856,00",PATIO MANAUS (MANAUS/AM),280.531 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750426923834_ce51a920-274a-4e44-86ef-e2c708adf37d_pequena_leilo.webp,"R$ 20.000,00",Leilão ao vivo em: 1 dia 14h6m4s,FORD/KA HATCH SE 1.0 B (4P),2017,Prata,AM,Sim,280.531
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-1.0-giv-(2p%2F4p)/ano.2009/6b7a509d-a28a-11ef-9088-02420a0000e0,2008,26/06/2025,Flex,"20.364,00",BENEVIDES-PA (BENEVIDES/PA),177.673 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750426877251_4fef47c2-8faa-41b9-9809-0aab9b4abbb1_pequena_leilo.webp,"R$ 9.000,00",Leilão ao vivo em: 1 dia 14h6m33s,VOLKSWAGEN/GOL 1.0 GIV (2P/4P),2008,Cinza,PA,Sim,177.673
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/polo-sedan-1.6-(4p)/ano.2012/6e9e950f-df51-11ef-903d-02420a000042,2011,26/06/2025,Flex,"38.388,00",BENEVIDES-PA (BENEVIDES/PA),264.709 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443640073_179f18a4-32ca-4233-b580-3ae766d82116_pequena_leilo.webp,"R$ 19.000,00",Leilão ao vivo em: 1 dia 14h6m42s,VOLKSWAGEN/POLO SEDAN 1.6 (4P),2011,Prata,PA,Sim,264.709
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-trendline-mb-s-(2p%2F4p)/ano.2015/83676642-ef92-11ef-bd15-02420a00000b,2014,26/06/2025,Flex,"37.216,00",BENEVIDES-PA (BENEVIDES/PA),184.326 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443679578_ec75169b-cbb4-49ba-a647-0f6fc55ce88b_pequena_leilo.webp,"R$ 18.000,00",Leilão ao vivo em: 1 dia 14h7m10s,VOLKSWAGEN/GOL TRENDLINE MB S (2P/4P),2014,Branca,PA,Sim,184.326
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/renault/logan-expression-(4p)/ano.2017/519b99d5-09bf-11f0-8c72-02420a00002d,2016,26/06/2025,Flex,"38.648,00",BENEVIDES-PA (BENEVIDES/PA),98.708 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443705155_6d1e0655-79f9-44d5-99d9-6317806ca35e_pequena_leilo.webp,"R$ 19.000,00",Leilão ao vivo em: 1 dia 14h7m40s,RENAULT/LOGAN EXPRESSION (4P),2016,Prata,PA,Sim,98.708
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/renault/logan-expression-1016v-(4p)/ano.2012/3f6dedd9-09a2-11f0-8c72-02420a00002d,2011,26/06/2025,Flex,"22.347,00",PATIO MANAUS (MANAUS/AM),140.611 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443742153_0082ef78-c32d-490b-b08b-67b5c5d003ef_pequena_leilo.webp,"R$ 10.000,00",Leilão ao vivo em: 1 dia 14h8m9s,RENAULT/LOGAN EXPRESSION 1016V (4P),2011,Preta,AM,Sim,140.611
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-1.6-flex-(4p)/ano.2014/f79e521b-0102-11f0-8c72-02420a00002d,2013,26/06/2025,Flex,"35.732,00",BENEVIDES-PA (BENEVIDES/PA),78.298 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443789244_b2e8375e-58bd-4e79-b984-8460179ec13f_pequena_leilo.webp,"R$ 17.000,00",Leilão ao vivo em: 1 dia 14h8m38s,FORD/FIESTA 1.6 FLEX (4P),2013,Vermelha,PA,Sim,78.298
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/fiat/uno-attractive-(4p)/ano.2015/d18e2852-214c-11f0-bcc9-02420a000216,2014,26/06/2025,Flex,"35.503,00",BENEVIDES-PA (BENEVIDES/PA),159.316 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443767703_d740d904-8bf3-4d84-a283-2ba439d25678_pequena_leilo.webp,"R$ 17.000,00",Leilão ao vivo em: 1 dia 14h9m7s,FIAT/UNO ATTRACTIVE (4P),2014,Vermelha,PA,Sim,159.316
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-c-(4p)/ano.2020/8770eb7d-3750-11f0-bd5d-02420a000005,2019,26/06/2025,Flex,"49.786,00",PATIO MANAUS (MANAUS/AM),228.821 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443807534_ba328f62-a1d5-4e24-afbc-cc849be63b88_pequena_leilo.webp,"R$ 24.000,00",Leilão ao vivo em: 1 dia 14h9m37s,FORD/KA HATCH SE 1.0 C (4P),2019,Cinza,AM,Sim,228.821
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-1.6-flex-(4p)/ano.2009/1c7eaec8-0049-11f0-8c72-02420a00002d,2009,26/06/2025,Flex,"26.496,00",BENEVIDES-PA (BENEVIDES/PA),140.049 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750427617602_3f2954ff-50e8-4794-b398-535e66a7cd33_pequena_leilo.webp,"R$ 13.000,00",Leilão ao vivo em: 1 dia 14h10m6s,FORD/FIESTA 1.6 FLEX (4P),2009,Preta,PA,Sim,140.049
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/novo-fox-trendline-mb-(4p%2F2p)/ano.2016/bbfbe0b4-2c4b-11f0-9f79-02420a000005,2015,26/06/2025,Flex,"47.460,00",BENEVIDES-PA (BENEVIDES/PA),N/A,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750427879931_78358b9e-5103-4b83-9f86-01ef3294e9d5_pequena_leilo.webp,"R$ 23.400,00",Leilão ao vivo em: 1 dia 14h10m35s,VOLKSWAGEN/NOVO FOX TRENDLINE MB (4P/2P),2015,Branca,PA,Sim,N/A
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-hatch-s-(4p)/ano.2015/cdcfe887-2d12-11f0-9f79-02420a000005,2014,26/06/2025,Flex,"41.043,00",BENEVIDES-PA (BENEVIDES/PA),126.378 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443224873_d7bb04d7-016f-413a-b58d-18a5656865c9_pequena_leilo.webp,"R$ 23.000,00",Leilão ao vivo em: 1 dia 14h11m4s,FORD/FIESTA HATCH S (4P),2014,Branca,PA,Sim,126.378
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/voyage-1.0-(4p)/ano.2010/05cee7dd-300e-11f0-9f79-02420a000005,2009,26/06/2025,Flex,"26.099,00",PATIO MANAUS (MANAUS/AM),156.722 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443217865_90230b68-aa84-44bc-bdf3-fb94ccc933b2_pequena_leilo.webp,"R$ 13.000,00",Leilão ao vivo em: 1 dia 14h11m34s,VOLKSWAGEN/VOYAGE 1.0 (4P),2009,Cinza,AM,Sim,156.722
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/jetta-(4p)/ano.2008/7add0d2d-2b88-11f0-9f79-02420a000005,2008,26/06/2025,Gasolina,"36.825,00",BENEVIDES-PA (BENEVIDES/PA),260.947 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443265698_87dc95cb-dfa4-4f68-ae6f-fb0ca2487f4a_pequena_leilo.webp,"R$ 18.000,00",Leilão ao vivo em: 1 dia 14h12m3s,VOLKSWAGEN/JETTA (4P),2008,Prata,PA,Sim,260.947
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/renault/clio-expression-10-16vh-(4p%2F2p)/ano.2016/15288d9a-25d3-11f0-bcc9-02420a000216,2016,26/06/2025,Flex,"34.624,00",BENEVIDES-PA (BENEVIDES/PA),183.215 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443244958_dff5d07e-ca8d-4dab-a752-bf93fa6dfd76_pequena_leilo.webp,"R$ 17.000,00",Leilão ao vivo em: 1 dia 14h12m32s,RENAULT/CLIO EXPRESSION 10 16VH (4P/2P),2016,Branca,PA,Sim,183.215
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/25ac99ec-2c17-11f0-9f79-02420a000005,2017,26/06/2025,Flex,"40.856,00",BENEVIDES-PA (BENEVIDES/PA),138.627 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443277537_a9f0a3b2-59bb-4161-af04-cbb45c7b08ce_pequena_leilo.webp,"R$ 20.000,00",Leilão ao vivo em: 1 dia 14h12m59s,FORD/KA HATCH SE 1.0 B (4P),2017,Prata,PA,Sim,138.627
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-rallye-(4p%2F2p)/ano.2012/2defbcb0-f6ac-11ef-9028-02420a000044,2011,26/06/2025,Flex,"32.282,00",BENEVIDES-PA (BENEVIDES/PA),271.594 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443315202_4a23a643-2595-4dcb-b0f7-3aa31e24252c_pequena_leilo.webp,"R$ 16.000,00",Leilão ao vivo em: 1 dia 14h13m26s,VOLKSWAGEN/GOL RALLYE (4P/2P),2011,Preta,PA,Sim,271.594
N/A,N/A,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/fox-rock-in-rio-(4p%2F2p)/ano.2014/3227982e-0027-11f0-8c72-02420a00002d,2013,26/06/2025,N/A,N/A,N/A,195.751 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443365480_9c05759d-be1d-4c49-8637-087e2e38d0ad_pequena_leilo.webp,"R$ 23.000,00",Leilão ao vivo em: 1 dia 14h13m55s,VOLKSWAGEN/FOX ROCK IN RIO (4P/2P),N/A,N/A,PA,N/A,N/A
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/13b6dc29-3d5c-11f0-b593-02420a000005,2017,26/06/2025,Flex,"40.856,00",PATIO MANAUS (MANAUS/AM),91.067 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508831413_66d2c16a-d360-4eee-bb82-197099ce29d6_pequena_leilo.webp,"R$ 22.500,00",Leilão ao vivo em: 1 dia 14h14m24s,FORD/KA HATCH SE 1.0 B (4P),2017,Preta,AM,Sim,91.067
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/renault/kwid-intense-(4p)/ano.2018/bf12d8db-4251-11f0-b593-02420a000005,2017,26/06/2025,Flex,"39.575,00",BENEVIDES-PA (BENEVIDES/PA),N/A,https://leilo.cdndp.com.br/v1/arquivo/2025/6/23/1750708541152_e3f51f4a-2bd8-4c6a-b47a-6b00b3156fcd_pequena_leilo.webp,"R$ 21.000,00",Leilão ao vivo em: 1 dia 14h14m54s,RENAULT/KWID INTENSE (4P),2017,Preta,PA,Sim,N/A
N/A,N/A,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/prisma-lt-(4p)/ano.2014/d3f52534-4399-11f0-b593-02420a000005,2014,26/06/2025,N/A,N/A,N/A,399.364 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446077628_3d3540b5-eec5-4b33-95cc-858ce0b9d580_pequena_leilo.webp,"R$ 23.500,00",Leilão ao vivo em: 1 dia 14h15m24s,CHEVROLET/PRISMA LT (4P),N/A,N/A,AM,N/A,N/A
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2010/c23546f3-34f5-11f0-9f79-02420a000005,2009,26/06/2025,Flex,"23.898,00",BENEVIDES-PA (BENEVIDES/PA),145.137 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/21/1750508807927_209f103d-7f2a-45db-92d0-8146c1b8b36c_pequena_leilo.webp,"R$ 11.900,00",Leilão ao vivo em: 1 dia 14h15m52s,FIAT/PALIO FIRE ECONOMY (2P/4P),2009,Prata,PA,Sim,145.137
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2017/e05c2925-f083-11ef-bd15-02420a00000b,2016,26/06/2025,Flex,"39.260,00",BENEVIDES-PA (BENEVIDES/PA),95.614 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/23/1750704593358_d4ff97b8-5676-4ff3-af1d-97d673290eb9_pequena_leilo.webp,"R$ 21.600,00",Leilão ao vivo em: 1 dia 14h16m22s,FORD/KA HATCH SE 1.0 B (4P),2016,Branca,PA,Sim,95.614
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/honda/city-ex-(4p)/ano.2016/16ff7ce9-1630-11f0-b6cf-02420a00009e,2016,26/06/2025,Flex,"68.421,00",BENEVIDES-PA (BENEVIDES/PA),146.825 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/23/1750704513841_2d711489-a868-4b3b-8832-3ca11c9a3de3_pequena_leilo.webp,"R$ 37.700,00",Leilão ao vivo em: 1 dia 14h16m51s,HONDA/CITY EX (4P),2016,Branca,PA,Sim,146.825
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/spin-ltz--1.8l-automatico/ano.2017/65934348-300a-11f0-9f79-02420a000005,2016,26/06/2025,Flex,"61.569,00",PATIO MANAUS (MANAUS/AM),365.268 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/23/1750704578648_86c4969a-1543-4b2b-932f-c0862f5b66a2_pequena_leilo.webp,"R$ 33.900,00",Leilão ao vivo em: 1 dia 14h17m21s,CHEVROLET/SPIN LTZ 1.8L AUTOMATICO,2016,Preta,AM,Sim,365.268
N/A,N/A,https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/siena-attractive-(4p)/ano.2014/e72a35ed-34bf-11f0-9f79-02420a000005,2013,26/06/2025,N/A,N/A,N/A,N/A,https://leilo.cdndp.com.br/v1/arquivo/2025/6/23/1750704485029_eaf7b2ef-7dcc-4b8e-94a1-c00d1427d3c5_pequena_leilo.webp,"R$ 18.100,00",Leilão ao vivo em: 1 dia 14h17m49s,FIAT/SIENA ATTRACTIVE (4P),N/A,N/A,AM,N/A,N/A
Carros,Recuperado de Financiamento,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/fox-connect-mb-(4p%2F2p)/ano.2018/80c5482a-35ba-11f0-9f79-02420a000005,2017,26/06/2025,Flex,"52.457,00",BENEVIDES-PA (BENEVIDES/PA),82.138 km,https://leilo.cdndp.com.br/v1/arquivo/2025/6/23/1750704602931_7b092f2c-fb86-4ca0-80de-7293799d370f_pequena_leilo.webp,"R$ 28.900,00",Leilão ao vivo em: 1 dia 14h18m19s,VOLKSWAGEN/FOX CONNECT MB (4P/2P),2017,Vermelha,PA,Sim,82.138
