titulo,link,imagem,km_veiculo,lance_inicial,valor_do_lance,data_leilao,marca_veiculo,final_da_placa_veiculo,ano_fabricacao_veiculo,ano_modelo_veiculo,chaves_veiculo,condicao_motor_veiculo,tabela_fipe_veiculo,combustivel_veiculo,procedencia_veiculo,total_lances,modelo_veiculo,veiculo_tipo,veiculo_patio_uf,veiculo_valor_vendido
N/A,https://parquedosleiloesoficial.com/lote/YAMAHA-MT-09-TRACER-22-23-/777/,https://parquedosleiloesoficial.com/web/fotos/lotes_777_yamaha-mt-09-tracer-22-23_parquedosleilao.com_zz4af655f04e.JPG,N/A,30600.00,"R$ 36.000,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 36.000,00"
HONDA BIZ 125 22/23,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-125-22-23-/701/,https://parquedosleiloesoficial.com/web/fotos/lotes_701_honda-biz-125-22-23_parquedosleilao.com_zzfc076aa1bd.JPG,14.796,7300.00,"R$ 10.100,00",15/07/2025,HONDA,5,2022,2023,Sim,DA PARTIDA,"R$ 16.053,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,BIZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA CBR 1000 RR 08/08,https://parquedosleiloesoficial.com/lote/HONDA-CBR-1000-RR-08-08-/783/,https://parquedosleiloesoficial.com/web/fotos/lotes_783_honda-cbr-1000-rr-08-08_parquedosleilao.com_zz156cec7ad8.JPG,N/A,19600.00,"R$ 22.000,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 22.000,00"
HONDA VFR 1200F 11/11,https://parquedosleiloesoficial.com/lote/HONDA-VFR-1200F-11-11-/778/,https://parquedosleiloesoficial.com/web/fotos/lotes_778_honda-vfr-1200f-11-11_parquedosleilao.com_zz5568178711.JPG,N/A,19500.00,"R$ 24.500,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VFR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 24.500,00"
HONDA CB 500F 18/19,https://parquedosleiloesoficial.com/lote/HONDA-CB-500F-18-19-/702/,https://parquedosleiloesoficial.com/web/fotos/lotes_702_honda-cb-500f-18-19_parquedosleilao.com_zz31b13802ab.JPG,32.230,15700.00,"R$ 18.100,00",15/07/2025,HONDA,6,2018,2019,Sim,DA PARTIDA,"R$ 30.882,00",GASOLINA,RECUPERADO DE FINANCIAMENTO,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA CG 160 TITAN 22/23,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-TITAN-22-23-/784/,https://parquedosleiloesoficial.com/web/fotos/lotes_784_honda-cg-160-titan-22-23_parquedosleilao.com_zzf4498e29bb.JPG,N/A,7400.00,"R$ 11.800,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 11.800,00"
HONDA XRE 190 23/23,https://parquedosleiloesoficial.com/lote/HONDA-XRE-190-23-23-/779/,https://parquedosleiloesoficial.com/web/fotos/lotes_779_honda-xre-190-23-23_parquedosleilao.com_zz4edbb792f4.JPG,N/A,10400.00,"R$ 16.000,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XRE,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 16.000,00"
HONDA ELITE 125 19/19,https://parquedosleiloesoficial.com/lote/HONDA-ELITE-125-19-19-/785/,https://parquedosleiloesoficial.com/web/fotos/lotes_785_honda-elite-125-19-19_parquedosleilao.com_zz730d6d2853.JPG,N/A,3700.00,"R$ 7.900,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ELITE,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 7.900,00"
BMW F800 GS 15/15,https://parquedosleiloesoficial.com/lote/BMW-F800-GS-15-15-/786/,https://parquedosleiloesoficial.com/web/fotos/lotes_786_bmw-f800-gs-15-15_parquedosleilao.com_zzaae0703392.JPG,N/A,21900.00,"R$ 26.100,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,F800,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 26.100,00"
YAMAHA FZ15 FAZER 22/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FZ15-FAZER-22-23-/787/,https://parquedosleiloesoficial.com/web/fotos/lotes_787_yamaha-fz15-fazer-22-23_parquedosleilao.com_zz9308531c60.JPG,N/A,6500.00,"R$ 9.300,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FZ15,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.300,00"
HARLEY DAVIDSON XL 1200NS 19/19,https://parquedosleiloesoficial.com/lote/HARLEY-DAVIDSON-XL-1200NS-19-19-/788/,https://parquedosleiloesoficial.com/web/fotos/lotes_788_harley-davidson-xl-1200ns-19-19_parquedosleilao.com_zzf5a9e6080c.JPG,N/A,20800.00,"R$ 25.400,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DAVIDSON,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 25.400,00"
HONDA CB600F HORNET 09/09,https://parquedosleiloesoficial.com/lote/HONDA-CB600F-HORNET-09-09-/789/,https://parquedosleiloesoficial.com/web/fotos/lotes_789_honda-cb600f-hornet-09-09_parquedosleilao.com_zz7302fb0ad4.JPG,N/A,17700.00,"R$ 20.700,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB600F,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 20.700,00"
HONDA BIZ 125 21/21,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-125-21-21-/609/,https://parquedosleiloesoficial.com/web/fotos/lotes_609_honda-biz-125-21-21_parquedosleilao.com_zz8e10d44e48.JPG,N/A,3500.00,"R$ 9.500,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BIZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.500,00"
HONDA CG 160 FAN 21/21,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-FAN-21-21-/547/,https://parquedosleiloesoficial.com/web/fotos/lotes_547_honda-cg-160-fan-21-21_parquedosleilao.com_zze2c7ff6b05.JPG,N/A,7700.00,"R$ 12.300,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.300,00"
HONDA CG 160 FAN 18/19,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-FAN-18-19-/610/,https://parquedosleiloesoficial.com/web/fotos/lotes_610_honda-cg-160-fan-18-19_parquedosleilao.com_zz62b25190d0.JPG,N/A,3700.00,"R$ 9.900,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.900,00"
KYMCO AGILITY 16 19/20,https://parquedosleiloesoficial.com/lote/KYMCO-AGILITY-16-19-20-/548/,https://parquedosleiloesoficial.com/web/fotos/lotes_548_kymco-agility-16-19-20_parquedosleilao.com_zz8a8834f64d.JPG,N/A,6200.00,"R$ 11.600,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AGILITY,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 11.600,00"
HONDA CG 160 TITAN 22/23,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-TITAN-22-23-/549/,https://parquedosleiloesoficial.com/web/fotos/lotes_549_honda-cg-160-titan-22-23_parquedosleilao.com_zz3f26d523a0.JPG,N/A,9100.00,"R$ 14.700,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 14.700,00"
HONDA PCX 150 22/22,https://parquedosleiloesoficial.com/lote/HONDA-PCX-150-22-22--/611/,https://parquedosleiloesoficial.com/web/fotos/lotes_611_honda-pcx-150-22-22_parquedosleilao.com_zz8e1878006b.JPG,N/A,4500.00,"R$ 10.100,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.100,00"
HONDA CG 125 03/04,https://parquedosleiloesoficial.com/lote/HONDA-CG-125-03-04-/561/,https://parquedosleiloesoficial.com/web/fotos/lotes_561_honda-cg-125-03-04_parquedosleilao.com_zzcdf59a9734.JPG,N/A,1900.00,"R$ 6.500,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 6.500,00"
HONDA CB600F HORNET 11/11,https://parquedosleiloesoficial.com/lote/HONDA-CB600F-HORNET-11-11-/613/,https://parquedosleiloesoficial.com/web/fotos/lotes_613_honda-cb600f-hornet-11-11_parquedosleilao.com_zz08d443e5dc.JPG,N/A,7900.00,"R$ 12.800,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB600F,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.800,00"
HONDA PCX 23/24,https://parquedosleiloesoficial.com/lote/HONDA-PCX-23-24-/562/,https://parquedosleiloesoficial.com/web/fotos/lotes_562_honda-pcx-23-24_parquedosleilao.com_zz323bc5801b.JPG,N/A,10700.00,"R$ 17.100,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 17.100,00"
HONDA CB 600F HORNET 12/12,https://parquedosleiloesoficial.com/lote/HONDA-CB-600F-HORNET-12-12-/563/,https://parquedosleiloesoficial.com/web/fotos/lotes_563_honda-cb-600f-hornet-12-12_parquedosleilao.com_zzf12dd8ceda.JPG,N/A,18400.00,"R$ 22.800,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 22.800,00"
YAMAHA MT-03 23/23,https://parquedosleiloesoficial.com/lote/YAMAHA-MT-03-23-23-/614/,https://parquedosleiloesoficial.com/web/fotos/lotes_614_yamaha-mt-03-23-23_parquedosleilao.com_zz38885a6f46.JPG,N/A,7200.00,"R$ 11.700,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MT-03,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 11.700,00"
YAMAHA FZ15 FAZER 23/24,https://parquedosleiloesoficial.com/lote/YAMAHA-FZ15-FAZER-23-24-/564/,https://parquedosleiloesoficial.com/web/fotos/lotes_564_yamaha-fz15-fazer-23-24_parquedosleilao.com_zzc55cd427a1.JPG,N/A,9600.00,"R$ 15.800,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FZ15,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 15.800,00"
YAMAHA NMAX 160 22/22,https://parquedosleiloesoficial.com/lote/YAMAHA-NMAX-160-22-22-/615/,https://parquedosleiloesoficial.com/web/fotos/lotes_615_yamaha-nmax-160-22-22_parquedosleilao.com_zz79668439bc.JPG,N/A,4300.00,"R$ 9.500,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NMAX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.500,00"
HONDA CG 160 FAN 2023/2023,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-FAN-2023-2023-/565/,https://parquedosleiloesoficial.com/web/fotos/lotes_565_honda-cg-160-fan-2023-2023_parquedosleilao.com_zz63b704ea56.JPG,N/A,8300.00,"R$ 14.300,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 14.300,00"
HONDA PCX 150 15/15,https://parquedosleiloesoficial.com/lote/HONDA-PCX-150-15-15-/616/,https://parquedosleiloesoficial.com/web/fotos/lotes_616_honda-pcx-150-15-15_parquedosleilao.com_zzc927a6ad54.JPG,N/A,3700.00,"R$ 9.900,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.900,00"
ROYAL ENFIELD HIMALAYAN 20/21,https://parquedosleiloesoficial.com/lote/ROYAL-ENFIELD-HIMALAYAN-20-21-/617/,https://parquedosleiloesoficial.com/web/fotos/lotes_617_royal-enfield-himalayan-20-21_parquedosleilao.com_zz5f00dbe4a0.JPG,N/A,4900.00,"R$ 10.100,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ENFIELD,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.100,00"
YAMAHA XJ6 18/19,https://parquedosleiloesoficial.com/lote/YAMAHA-XJ6-18-19-/618/,https://parquedosleiloesoficial.com/web/fotos/lotes_618_yamaha-xj6-18-19_parquedosleilao.com_zz643e46f8e3.JPG,N/A,14600.00,"R$ 19.000,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XJ6,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 19.000,00"
HONDA BIZ 125 18/18,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-125-18-18--/806/,https://parquedosleiloesoficial.com/web/fotos/lotes_806_honda-biz-125-18-18_parquedosleilao.com_zz419c559c1a.JPG,N/A,6900.00,"R$ 12.900,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BIZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.900,00"
HONDA NXR 160 22/23,https://parquedosleiloesoficial.com/lote/HONDA-NXR-160-22-23-/807/,https://parquedosleiloesoficial.com/web/fotos/lotes_807_honda-nxr-160-22-23_parquedosleilao.com_zzd14717438b.JPG,N/A,10400.00,"R$ 16.800,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NXR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 16.800,00"
HONDA CB 500X 14/15,https://parquedosleiloesoficial.com/lote/HONDA-CB-500X-14-15--/808/,https://parquedosleiloesoficial.com/web/fotos/lotes_808_honda-cb-500x-14-15_parquedosleilao.com_zz9ee1b01b1a.JPG,N/A,15800.00,"R$ 20.200,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 20.200,00"
HONDA CBR 600RR 08/08,https://parquedosleiloesoficial.com/lote/HONDA-CBR-600RR-08-08--/809/,https://parquedosleiloesoficial.com/web/fotos/lotes_809_honda-cbr-600rr-08-08_parquedosleilao.com_zza6c9630d7d.JPG,N/A,18900.00,"R$ 23.700,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 23.700,00"
HONDA ELITE 125 19/19,https://parquedosleiloesoficial.com/lote/HONDA-ELITE-125-19-19--/810/,https://parquedosleiloesoficial.com/web/fotos/lotes_810_honda-elite-125-19-19_parquedosleilao.com_zzcaf8cf2be9.JPG,N/A,5300.00,"R$ 10.500,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ELITE,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.500,00"
BMW F800 GS 2013/2013,https://parquedosleiloesoficial.com/lote/BMW-F800-GS-2013-2013-/811/,https://parquedosleiloesoficial.com/web/fotos/lotes_811_bmw-f800-gs-2013-2013_parquedosleilao.com_zz38e829d170.JPG,N/A,18700.00,"R$ 24.500,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,F800,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 24.500,00"
YAMAHA FZ25 FAZER 23/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FZ25-FAZER-23-23-/812/,https://parquedosleiloesoficial.com/web/fotos/lotes_812_yamaha-fz25-fazer-23-23_parquedosleilao.com_zz1effefb254.JPG,N/A,11800.00,"R$ 18.000,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FZ25,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 18.000,00"
YAMAHA NMAX 160 21/22,https://parquedosleiloesoficial.com/lote/YAMAHA-NMAX-160-21-22-/814/,https://parquedosleiloesoficial.com/web/fotos/lotes_814_yamaha-nmax-160-21-22_parquedosleilao.com_zz121875909e.JPG,N/A,9200.00,"R$ 13.400,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NMAX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 13.400,00"
YAMAHA XJ6 10/10,https://parquedosleiloesoficial.com/lote/YAMAHA-XJ6-10-10--/815/,https://parquedosleiloesoficial.com/web/fotos/lotes_815_yamaha-xj6-10-10_parquedosleilao.com_zz6e1232498f.JPG,N/A,16400.00,"R$ 21.200,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XJ6,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 21.200,00"
HONDA CB 300R 11/11,https://parquedosleiloesoficial.com/lote/HONDA-CB-300R-11-11-/53/,https://parquedosleiloesoficial.com/web/fotos/lotes_53_honda-cb-300r-11-11_parquedosleilao.com_zz799a14968f.JPG,N/A,2300.00,"R$ 8.900,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.900,00"
HONDA VT600C 2000/2000,https://parquedosleiloesoficial.com/lote/HONDA-VT600C-2000-2000-/187/,https://parquedosleiloesoficial.com/web/fotos/lotes_187_honda-vt600c-2000-2000_parquedosleilao.com_zz7f8a8a3f92.jpg,N/A,11800.00,"R$ 14.600,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VT600C,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 14.600,00"
HONDA BIZ 110I 21/22,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-110I-21-22-/188/,https://parquedosleiloesoficial.com/web/fotos/lotes_188_honda-biz-110i-21-22_parquedosleilao.com_zzc363a84939.JPG,N/A,6400.00,"R$ 9.400,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BIZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.400,00"
YAMAHA FAZER 22/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FAZER-22-23-/54/,https://parquedosleiloesoficial.com/web/fotos/lotes_54_yamaha-fazer-22-23_parquedosleilao.com_zz5ad129b5a8.JPG,N/A,4300.00,"R$ 9.900,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAZER,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.900,00"
HONDA CB 500F 14/14,https://parquedosleiloesoficial.com/lote/HONDA-CB-500F-14-14-/55/,https://parquedosleiloesoficial.com/web/fotos/lotes_55_honda-cb-500f-14-14_parquedosleilao.com_zz986db9b411.JPG,N/A,6800.00,"R$ 12.800,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.800,00"
HONDA XRE 20/20,https://parquedosleiloesoficial.com/lote/HONDA-XRE--20-20--/189/,https://parquedosleiloesoficial.com/web/fotos/lotes_189_honda-xre-20-20_parquedosleilao.com_zz42f48c3026.JPG,N/A,8600.00,"R$ 13.000,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XRE,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 13.000,00"
HONDA CG 160 19/19,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-19-19--/190/,https://parquedosleiloesoficial.com/web/fotos/lotes_190_honda-cg-160-19-19_parquedosleilao.com_zz874e498203.jpg,N/A,6900.00,"R$ 10.900,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.900,00"
YAMAHA FACTOR 22/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FACTOR-22-23-/56/,https://parquedosleiloesoficial.com/web/fotos/lotes_56_yamaha-factor-22-23_parquedosleilao.com_zz70bd472468.JPG,N/A,3200.00,"R$ 9.400,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FACTOR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.400,00"
HONDA CG 160 22/23,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-22-23-/57/,https://parquedosleiloesoficial.com/web/fotos/lotes_57_honda-cg-160-22-23_parquedosleilao.com_zza538cf5cff.JPG,N/A,4100.00,"R$ 9.100,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.100,00"
HONDA NXR 160 16/16,https://parquedosleiloesoficial.com/lote/HONDA-NXR-160-16-16--/191/,https://parquedosleiloesoficial.com/web/fotos/lotes_191_honda-nxr-160-16-16_parquedosleilao.com_zzca39836620.jpg,N/A,7800.00,"R$ 10.200,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NXR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.200,00"
BMW F800 GS 13/13,https://parquedosleiloesoficial.com/lote/BMW-F800-GS-13-13--/192/,https://parquedosleiloesoficial.com/web/fotos/lotes_192_bmw-f800-gs-13-13_parquedosleilao.com_zz1c8d410c68.jpg,N/A,18800.00,"R$ 22.200,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,F800,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 22.200,00"
YAMAHA MT-07 23/24,https://parquedosleiloesoficial.com/lote/YAMAHA-MT-07-23-24-/58/,https://parquedosleiloesoficial.com/web/fotos/lotes_58_yamaha-mt-07-23-24_parquedosleilao.com_zze2a8f743c2.JPG,N/A,12900.00,"R$ 18.900,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MT-07,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 18.900,00"
HONDA CG 160 18/18,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-18-18-/193/,https://parquedosleiloesoficial.com/web/fotos/lotes_193_honda-cg-160-18-18_parquedosleilao.com_zz3b419cc739.jpg,N/A,6300.00,"R$ 8.900,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.900,00"
FIAT DUCATO 2.8 06/07,https://parquedosleiloesoficial.com/lote/FIAT-DUCATO-2.8-06-07-/568/,https://parquedosleiloesoficial.com/web/fotos/lotes_568_fiat-ducato-2-8-06-07_parquedosleilao.com_zz8f5568242b.JPG,N/A,18600.00,"R$ 21.600,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DUCATO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 21.600,00"
KIA BONGO 22/23,https://parquedosleiloesoficial.com/lote/KIA-BONGO-22-23-/117/,https://parquedosleiloesoficial.com/web/fotos/lotes_117_kia-bongo-22-23_parquedosleilao.com_zz795150dc28.JPG,N/A,76400.00,"R$ 80.600,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BONGO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 80.600,00"
RENAULT BONGO 13/14,https://parquedosleiloesoficial.com/lote/RENAULT-BONGO-13-14-/442/,https://parquedosleiloesoficial.com/web/fotos/lotes_442_renault-bongo-13-14_parquedosleilao.com_zz75efaff7d3.JPG,N/A,41600.00,"R$ 46.200,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BONGO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 46.200,00"
DAF CF85 16/16,https://parquedosleiloesoficial.com/lote/DAF-CF85-16-16-/118/,https://parquedosleiloesoficial.com/web/fotos/lotes_118_daf-cf85-16-16_parquedosleilao.com_zz5712a6dbc1.JPG,N/A,127400.00,"R$ 130.800,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CF85,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 130.800,00"
FIAT FIORINO 1.3 06/06,https://parquedosleiloesoficial.com/lote/FIAT-FIORINO-1.3-06-06-/569/,https://parquedosleiloesoficial.com/web/fotos/lotes_569_fiat-fiorino-1-3-06-06_parquedosleilao.com_zz8ab49f305d.JPG,N/A,7200.00,"R$ 12.200,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FIORINO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.200,00"
MERCEDES-BENZ ACTROS 21/22,https://parquedosleiloesoficial.com/lote/MERCEDES-BENZ-ACTROS-21-22--/444/,https://parquedosleiloesoficial.com/web/fotos/lotes_444_mercedes-benz-actros-21-22_parquedosleilao.com_zzb8e00bafb4.JPG,N/A,303700.00,"R$ 306.900,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACTROS,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 306.900,00"
RENAULT KANGOO 1.6 14/15,https://parquedosleiloesoficial.com/lote/RENAULT-KANGOO-1.6-14-15-/570/,https://parquedosleiloesoficial.com/web/fotos/lotes_570_renault-kangoo-1-6-14-15_parquedosleilao.com_zze41adf324a.JPG,N/A,9700.00,"R$ 13.300,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KANGOO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 13.300,00"
RENAULT KANGOO 15/15,https://parquedosleiloesoficial.com/lote/RENAULT-KANGOO-15-15-/445/,https://parquedosleiloesoficial.com/web/fotos/lotes_445_renault-kangoo-15-15_parquedosleilao.com_zz1d8d2689a6.JPG,N/A,20400.00,"R$ 23.200,00",04/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KANGOO,utilitarios,Brasilia-DF (AGUAS CLARAS/DF),"R$ 23.200,00"
