titulo,link,imagem,km_veiculo,lance_inicial,valor_do_lance,data_leilao,marca_veiculo,final_da_placa_veiculo,ano_fabricacao_veiculo,ano_modelo_veiculo,chaves_veiculo,condicao_motor_veiculo,tabela_fipe_veiculo,combustivel_veiculo,procedencia_veiculo,total_lances,modelo_veiculo,veiculo_tipo,veiculo_patio_uf,veiculo_valor_vendido
CITROEN C4 CACTUS 21/22,https://parquedosleiloesoficial.com/lote/CITROEN-C4-CACTUS-21-22-/134/,https://parquedosleiloesoficial.com/web/fotos/lotes_134_citroen-c4-cactus-21-22_parquedosleilao.com_zz2c3267054e.JPG,N/A,38500.00,"R$ 42.700,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C4,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 42.700,00"
FIAT ARGO 1.0 18/18,https://parquedosleiloesoficial.com/lote/FIAT-ARGO-1.0-18-18-/329/,https://parquedosleiloesoficial.com/web/fotos/lotes_329_fiat-argo-1-0-18-18_parquedosleilao.com_zz1f139465e1.jpg,25.600,16800.00,"R$ 18.600,00",15/07/2025,FIAT,0,2018,2018,Sim,DA PARTIDA,"R$ 53.020,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,ARGO,carros,Brasilia-DF (AGUAS CLARAS/DF),N/A
FIAT FREEMONT 2.4 12/12,https://parquedosleiloesoficial.com/lote/FIAT-FREEMONT-2.4-12-12-/457/,https://parquedosleiloesoficial.com/web/fotos/lotes_457_fiat-freemont-2-4-12-12_parquedosleilao.com_zz63a097d46e.JPG,N/A,24800.00,"R$ 30.800,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FREEMONT,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 30.800,00"
HYUNDAI HB20 1.0 18/18,https://parquedosleiloesoficial.com/lote/HYUNDAI-HB20-1.0-18-18-/512/,https://parquedosleiloesoficial.com/web/fotos/lotes_512_hyundai-hb20-1-0-18-18_parquedosleilao.com_zz55dc0e97ad.jpg,N/A,25600.00,"R$ 31.600,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HB20,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 31.600,00"
RENAULT KWID 1.0 22/23,https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-22-23-/389/,https://parquedosleiloesoficial.com/web/fotos/lotes_389_renault-kwid-1-0-22-23_parquedosleilao.com_zz1505d60fd0.JPG,N/A,26600.00,"R$ 29.800,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KWID,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 29.800,00"
RENAULT SANDERO 14/15,https://parquedosleiloesoficial.com/lote/RENAULT-SANDERO-14-15-/13/,https://parquedosleiloesoficial.com/web/fotos/lotes_13_renault-sandero-14-15_parquedosleilao.com_zzd42f8cb23b.JPG,N/A,18300.00,"R$ 21.900,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SANDERO,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 21.900,00"
TOYOTA HILUX 2.8 16/17,https://parquedosleiloesoficial.com/lote/TOYOTA-HILUX-2.8-16-17-/725/,https://parquedosleiloesoficial.com/web/fotos/lotes_725_toyota-hilux-2-8-16-17_parquedosleilao.com_zza0735703b2.JPG,N/A,83400.00,"R$ 86.400,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HILUX,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 86.400,00"
VOLKSWAGEN JETTA 2.0 13/13,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-JETTA-2.0-13-13-/648/,https://parquedosleiloesoficial.com/web/fotos/lotes_648_volkswagen-jetta-2-0-13-13_parquedosleilao.com_zza934e86b3c.JPG,N/A,21500.00,"R$ 27.100,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,JETTA,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 27.100,00"
FORD KA 1.0 17/18,https://parquedosleiloesoficial.com/lote/FORD-KA-1.0-17-18-/589/,https://parquedosleiloesoficial.com/web/fotos/lotes_589_ford-ka-1-0-17-18_parquedosleilao.com_zzdd164dda93.JPG,N/A,21400.00,"R$ 27.800,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KA,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 27.800,00"
HONDA HR-V 1.8 20/20,https://parquedosleiloesoficial.com/lote/HONDA-HR-V-1.8-20-20-/726/,https://parquedosleiloesoficial.com/web/fotos/lotes_726_honda-hr-v-1-8-20-20_parquedosleilao.com_zz02d0a40ead.JPG,N/A,53800.00,"R$ 56.200,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HR-V,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 56.200,00"
NISSAN FRONTIER 2.3 18/18,https://parquedosleiloesoficial.com/lote/NISSAN-FRONTIER-2.3-18-18-/330/,https://parquedosleiloesoficial.com/web/fotos/lotes_330_nissan-frontier-2-3-18-18_parquedosleilao.com_zzbe82e5d977.jpg,50.523,57200.00,"R$ 60.000,00",15/07/2025,NISSAN,1,2018,2018,Sim,DA PARTIDA,"R$ 134.606,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,FRONTIER,carros,Brasilia-DF (AGUAS CLARAS/DF),N/A
NISSAN FRONTIER 21/21,https://parquedosleiloesoficial.com/lote/NISSAN-FRONTIER-21-21-/458/,https://parquedosleiloesoficial.com/web/fotos/lotes_458_nissan-frontier-21-21_parquedosleilao.com_zz2038934ce7.JPG,N/A,85700.00,"R$ 92.300,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FRONTIER,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 92.300,00"
NISSAN KICKS 1.6 22/22,https://parquedosleiloesoficial.com/lote/NISSAN-KICKS-1.6-22-22-/649/,https://parquedosleiloesoficial.com/web/fotos/lotes_649_nissan-kicks-1-6-22-22_parquedosleilao.com_zz94dc5cc28e.JPG,N/A,43200.00,"R$ 47.200,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KICKS,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 47.200,00"
NISSAN KICKS 21/22,https://parquedosleiloesoficial.com/lote/NISSAN-KICKS-21-22-/270/,https://parquedosleiloesoficial.com/web/fotos/lotes_270_nissan-kicks-21-22_parquedosleilao.com_zz4afcb6d177.JPG,N/A,39600.00,"R$ 41.200,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KICKS,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 41.200,00"
RENAULT DUSTER 22/23,https://parquedosleiloesoficial.com/lote/RENAULT-DUSTER-22-23-/14/,https://parquedosleiloesoficial.com/web/fotos/lotes_14_renault-duster-22-23_parquedosleilao.com_zz75fd1a62dc.JPG,N/A,42900.00,"R$ 49.900,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DUSTER,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 49.900,00"
RENAULT LOGAN 1.6 14/15,https://parquedosleiloesoficial.com/lote/RENAULT-LOGAN-1.6-14-15-/390/,https://parquedosleiloesoficial.com/web/fotos/lotes_390_renault-logan-1-6-14-15_parquedosleilao.com_zzd0e0c16551.JPG,N/A,17500.00,"R$ 20.700,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LOGAN,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 20.700,00"
TOYOTA COROLLA 20/21,https://parquedosleiloesoficial.com/lote/TOYOTA-COROLLA-20-21-/135/,https://parquedosleiloesoficial.com/web/fotos/lotes_135_toyota-corolla-20-21_parquedosleilao.com_zz04a68fd6a9.JPG,N/A,60700.00,"R$ 64.500,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COROLLA,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 64.500,00"
VOLKSWAGEN AMAROK 17/17,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-AMAROK-17-17-/74/,https://parquedosleiloesoficial.com/web/fotos/lotes_74_volkswagen-amarok-17-17_parquedosleilao.com_zz146ae8acf6.JPG,59.342,55700.00,"R$ 58.100,00",14/07/2025,VOLKSWAGEN,0,2017,2017,Sim,DA PARTIDA FUNCIONA E ENGRENA,"R$ 129.269,00",DIESEL,RECUPERADO DE FINANCIAMENTO,N/A,AMAROK,carros,Brasilia-DF (AGUAS CLARAS/DF),N/A
VOLKSWAGEN POLO 1.0 18/18,https://parquedosleiloesoficial.com/lote/VOLKSWAGEN-POLO-1.0-18-18-/513/,https://parquedosleiloesoficial.com/web/fotos/lotes_513_volkswagen-polo-1-0-18-18_parquedosleilao.com_zzcb0fc35350.jpg,N/A,39800.00,"R$ 44.800,00",30/06/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POLO,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 44.800,00"
CHEVROLET ONIX 1.0 18/18,https://parquedosleiloesoficial.com/lote/CHEVROLET-ONIX-1.0-18-18-/391/,https://parquedosleiloesoficial.com/web/fotos/lotes_391_chevrolet-onix-1-0-18-18_parquedosleilao.com_zzd2265f1e87.JPG,N/A,23600.00,"R$ 28.200,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ONIX,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 28.200,00"
FIAT UNO 12/12,https://parquedosleiloesoficial.com/lote/FIAT-UNO-12-12--/271/,https://parquedosleiloesoficial.com/web/fotos/lotes_271_fiat-uno-12-12_parquedosleilao.com_zz1a391c629c.jpg,N/A,7900.00,"R$ 9.700,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNO,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.700,00"
FORD FUSION 2.0 14/15,https://parquedosleiloesoficial.com/lote/FORD-FUSION-2.0-14-15-/331/,https://parquedosleiloesoficial.com/web/fotos/lotes_331_ford-fusion-2-0-14-15_parquedosleilao.com_zz07bfbdd017.jpg,68.311,25400.00,"R$ 27.800,00",15/07/2025,FORD,2,2014,2015,Sim,DA PARTIDA,"R$ 69.514,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,FUSION,carros,Brasilia-DF (AGUAS CLARAS/DF),N/A
JEEP COMPASS 20/21,https://parquedosleiloesoficial.com/lote/JEEP-COMPASS-20-21-/75/,https://parquedosleiloesoficial.com/web/fotos/lotes_75_jeep-compass-20-21_parquedosleilao.com_zzb35f787171.JPG,38.119,52600.00,"R$ 56.800,00",14/07/2025,JEEP,0,2020,2021,Sim,DA PARTIDA FUNCIONA E ENGRENA,"R$ 124.320,00",DIESEL,RECUPERADO DE FINANCIAMENTO,N/A,COMPASS,carros,Brasilia-DF (AGUAS CLARAS/DF),N/A
RENAULT KWID 1.0 19/20,https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-19-20-/650/,https://parquedosleiloesoficial.com/web/fotos/lotes_650_renault-kwid-1-0-19-20_parquedosleilao.com_zz41f84055f9.JPG,N/A,10600.00,"R$ 17.000,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KWID,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 17.000,00"
RENAULT KWID 1.0 21/22,https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-21-22-/590/,https://parquedosleiloesoficial.com/web/fotos/lotes_590_renault-kwid-1-0-21-22_parquedosleilao.com_zz93e41b05a8.JPG,N/A,24300.00,"R$ 30.500,00",07/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KWID,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 30.500,00"
RENAULT KWID 1.0 22/23,https://parquedosleiloesoficial.com/lote/RENAULT-KWID-1.0-22-23-/727/,https://parquedosleiloesoficial.com/web/fotos/lotes_727_renault-kwid-1-0-22-23_parquedosleilao.com_zz7d66ff6d53.JPG,N/A,29200.00,"R$ 32.400,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KWID,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 32.400,00"
TOYOTA COROLLA CROSS 22/23,https://parquedosleiloesoficial.com/lote/TOYOTA-COROLLA-CROSS-22-23-/15/,https://parquedosleiloesoficial.com/web/fotos/lotes_15_toyota-corolla-cross-22-23_parquedosleilao.com_zz36a112b098.JPG,N/A,70200.00,"R$ 75.000,00",08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COROLLA,carros,Brasilia-DF (AGUAS CLARAS/DF),"R$ 75.000,00"
DAFRA RIVA 150 13/13,https://parquedosleiloesoficial.com/lote/DAFRA-RIVA-150-13-13-/363/,https://parquedosleiloesoficial.com/web/fotos/lotes_363_dafra-riva-150-13-13_parquedosleilao.com_zz77016535fc.jpg,108.262,1900.00,"R$ 4.300,00",14/07/2025,DAFRA,5,2013,2013,Sim,DA PARTIDA,"R$ 5.459,00",Gasolina,RECUPERADO DE FINANCIAMENTO,N/A,RIVA,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA ADV 23/23,https://parquedosleiloesoficial.com/lote/HONDA-ADV-23-23-/111/,https://parquedosleiloesoficial.com/web/fotos/lotes_111_honda-adv-23-23_parquedosleilao.com_zzd601422d2c.JPG,N/A,5700.00,"R$ 8.500,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ADV,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.500,00"
HONDA BIZ 125 18/18,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-125-18-18-/765/,https://parquedosleiloesoficial.com/web/fotos/lotes_765_honda-biz-125-18-18_parquedosleilao.com_zz5aa0c4936f.JPG,N/A,7900.00,"R$ 13.100,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BIZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 13.100,00"
HONDA CB600F HORNET 06/06,https://parquedosleiloesoficial.com/lote/HONDA-CB600F-HORNET-06-06-/432/,https://parquedosleiloesoficial.com/web/fotos/lotes_432_honda-cb600f-hornet-06-06_parquedosleilao.com_zzf269e803eb.JPG,N/A,7300.00,"R$ 12.300,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB600F,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.300,00"
HONDA CG 160 16/16,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-16-16-/247/,https://parquedosleiloesoficial.com/web/fotos/lotes_247_honda-cg-160-16-16_parquedosleilao.com_zza941e7301a.jpg,N/A,4200.00,"R$ 9.600,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.600,00"
YAMAHA FACTOR 22/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FACTOR-22-23--/309/,https://parquedosleiloesoficial.com/web/fotos/lotes_309_yamaha-factor-22-23_parquedosleilao.com_zz92b2f27a19.jpg,N/A,3400.00,"R$ 6.400,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FACTOR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 6.400,00"
YAMAHA FZ25 FAZER 21/21,https://parquedosleiloesoficial.com/lote/YAMAHA-FZ25-FAZER-21-21-/688/,https://parquedosleiloesoficial.com/web/fotos/lotes_688_yamaha-fz25-fazer-21-21_parquedosleilao.com_zz6541aef271.JPG,12.115,9700.00,"R$ 11.900,00",15/07/2025,YAMAHA,4,2021,2021,Sim,DA PARTIDA,"R$ 19.119,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,FZ25,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
DUCATI MTS 15/15,https://parquedosleiloesoficial.com/lote/DUCATI-MTS-15-15-/364/,https://parquedosleiloesoficial.com/web/fotos/lotes_364_ducati-mts-15-15_parquedosleilao.com_zz0124952286.jpg,-,13600.00,"R$ 17.800,00",14/07/2025,DUCATI,5,2015,2015,Sim,DA PARTIDA,"R$ 45.877,00",Gasolina,RECUPERADO DE FINANCIAMENTO,N/A,MTS,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA BIZ 125 18/19,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-125-18-19-/248/,https://parquedosleiloesoficial.com/web/fotos/lotes_248_honda-biz-125-18-19_parquedosleilao.com_zzce72aa8bf1.jpg,N/A,5700.00,"R$ 9.300,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BIZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.300,00"
HONDA BIZ 22/23,https://parquedosleiloesoficial.com/lote/HONDA-BIZ-22-23-/112/,https://parquedosleiloesoficial.com/web/fotos/lotes_112_honda-biz-22-23_parquedosleilao.com_zze268807144.JPG,N/A,4200.00,"R$ 7.000,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BIZ,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 7.000,00"
HONDA CB 300R 14/14,https://parquedosleiloesoficial.com/lote/HONDA-CB-300R-14-14-/310/,https://parquedosleiloesoficial.com/web/fotos/lotes_310_honda-cb-300r-14-14_parquedosleilao.com_zzca5b2ed7e9.jpg,N/A,2900.00,"R$ 5.900,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 5.900,00"
HONDA CB600F HORNET 14/14,https://parquedosleiloesoficial.com/lote/HONDA-CB600F-HORNET-14-14-/689/,https://parquedosleiloesoficial.com/web/fotos/lotes_689_honda-cb600f-hornet-14-14_parquedosleilao.com_zz9281f2ce72.JPG,20.616,19600.00,"R$ 21.200,00",15/07/2025,HONDA,4,2014,2014,Sim,DA PARTIDA,"R$ 37.640,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,CB600F,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA CG 160 FAN 21/22,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-FAN-21-22-/498/,https://parquedosleiloesoficial.com/web/fotos/lotes_498_honda-cg-160-fan-21-22_parquedosleilao.com_zz9488fad6b6.JPG,N/A,6200.00,"R$ 10.200,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 10.200,00"
HONDA NXR 160 17/18,https://parquedosleiloesoficial.com/lote/HONDA-NXR-160-17-18-/766/,https://parquedosleiloesoficial.com/web/fotos/lotes_766_honda-nxr-160-17-18_parquedosleilao.com_zz6c7a503d65.JPG,N/A,7300.00,"R$ 12.700,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NXR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 12.700,00"
YAMAHA NEO 125 19/20,https://parquedosleiloesoficial.com/lote/YAMAHA-NEO-125-19-20-/433/,https://parquedosleiloesoficial.com/web/fotos/lotes_433_yamaha-neo-125-19-20_parquedosleilao.com_zz8c169c9c4a.JPG,N/A,2600.00,"R$ 6.400,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NEO,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 6.400,00"
DAFRA APACHE 22/23,https://parquedosleiloesoficial.com/lote/DAFRA-APACHE-22-23-/499/,https://parquedosleiloesoficial.com/web/fotos/lotes_499_dafra-apache-22-23_parquedosleilao.com_zz58d0743e70.JPG,N/A,7200.00,"R$ 11.800,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,APACHE,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 11.800,00"
HONDA CB 500F 18/19,https://parquedosleiloesoficial.com/lote/HONDA-CB-500F-18-19-/767/,https://parquedosleiloesoficial.com/web/fotos/lotes_767_honda-cb-500f-18-19_parquedosleilao.com_zz9be14a87ae.JPG,N/A,15700.00,"R$ 21.100,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CB,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 21.100,00"
HONDA CBR 650R 22/22,https://parquedosleiloesoficial.com/lote/HONDA-CBR-650R-22-22-/311/,https://parquedosleiloesoficial.com/web/fotos/lotes_311_honda-cbr-650r-22-22_parquedosleilao.com_zzb59471e4ce.jpg,N/A,16800.00,"R$ 20.900,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 20.900,00"
HONDA CG 160 21/22,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-21-22-/113/,https://parquedosleiloesoficial.com/web/fotos/lotes_113_honda-cg-160-21-22_parquedosleilao.com_zz9521270f2c.JPG,N/A,4500.00,"R$ 8.300,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.300,00"
HONDA CG 160 FAN 21/21,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-FAN-21-21-/365/,https://parquedosleiloesoficial.com/web/fotos/lotes_365_honda-cg-160-fan-21-21_parquedosleilao.com_zz30d359e7a6.jpg,47.578,3800.00,"R$ 6.600,00",14/07/2025,HONDA,5,2021,2021,Sim,DA PARTIDA,"R$ 14.145,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA NX 400I 13/13,https://parquedosleiloesoficial.com/lote/HONDA-NX-400I-13-13-/249/,https://parquedosleiloesoficial.com/web/fotos/lotes_249_honda-nx-400i-13-13_parquedosleilao.com_zz25cd529af0.jpg,N/A,9600.00,"R$ 15.800,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 15.800,00"
HONDA PCX 150 22/22,https://parquedosleiloesoficial.com/lote/HONDA-PCX-150-22-22-/434/,https://parquedosleiloesoficial.com/web/fotos/lotes_434_honda-pcx-150-22-22_parquedosleilao.com_zzad940da77a.JPG,N/A,4200.00,"R$ 9.200,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.200,00"
YAMAHA NMAX 160 21/21,https://parquedosleiloesoficial.com/lote/YAMAHA-NMAX-160-21-21-/690/,https://parquedosleiloesoficial.com/web/fotos/lotes_690_yamaha-nmax-160-21-21_parquedosleilao.com_zz58ccb12178.JPG,21.986,8600.00,"R$ 10.800,00",15/07/2025,YAMAHA,5,2021,2021,Sim,DA PARTIDA,"R$ 17.129,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,NMAX,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
HONDA CBR 1000 11/11,https://parquedosleiloesoficial.com/lote/HONDA-CBR-1000-11-11-/768/,https://parquedosleiloesoficial.com/web/fotos/lotes_768_honda-cbr-1000-11-11_parquedosleilao.com_zz38454d0684.JPG,N/A,23500.00,"R$ 28.500,00",10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBR,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 28.500,00"
HONDA CG 160 24/24,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-24-24-/114/,https://parquedosleiloesoficial.com/web/fotos/lotes_114_honda-cg-160-24-24_parquedosleilao.com_zz7dec932d49.JPG,N/A,4700.00,"R$ 6.900,00",01/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 6.900,00"
HONDA CG 160 FAN 22/23,https://parquedosleiloesoficial.com/lote/HONDA-CG-160-FAN-22-23-/435/,https://parquedosleiloesoficial.com/web/fotos/lotes_435_honda-cg-160-fan-22-23_parquedosleilao.com_zz32eaac6f0e.JPG,N/A,4600.00,"R$ 9.400,00",03/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CG,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 9.400,00"
YAMAHA FAZER 20/21,https://parquedosleiloesoficial.com/lote/YAMAHA-FAZER-20-21-/500/,https://parquedosleiloesoficial.com/web/fotos/lotes_500_yamaha-fazer-20-21_parquedosleilao.com_zza17b8bae50.JPG,N/A,8600.00,"R$ 11.600,00",11/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAZER,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 11.600,00"
YAMAHA FAZER 21/22,https://parquedosleiloesoficial.com/lote/YAMAHA-FAZER-21-22-/250/,https://parquedosleiloesoficial.com/web/fotos/lotes_250_yamaha-fazer-21-22_parquedosleilao.com_zz729f2e1a04.jpeg,N/A,10400.00,"R$ 15.200,00",09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAZER,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 15.200,00"
YAMAHA FAZER 22/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FAZER-22-23-/312/,https://parquedosleiloesoficial.com/web/fotos/lotes_312_yamaha-fazer-22-23_parquedosleilao.com_zzc10c49a0a7.jpg,N/A,4100.00,"R$ 8.300,00",02/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAZER,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),"R$ 8.300,00"
YAMAHA FAZER 23/23,https://parquedosleiloesoficial.com/lote/YAMAHA-FAZER-23-23-/366/,https://parquedosleiloesoficial.com/web/fotos/lotes_366_yamaha-fazer-23-23_parquedosleilao.com_zze1406bd047.jpg,5.917,5200.00,"R$ 8.000,00",14/07/2025,YAMAHA,5,2023,2023,Sim,DA PARTIDA,"R$ 22.068,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,FAZER,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
YAMAHA XJ6 N 13/13,https://parquedosleiloesoficial.com/lote/YAMAHA-XJ6-N-13-13-/691/,https://parquedosleiloesoficial.com/web/fotos/lotes_691_yamaha-xj6-n-13-13_parquedosleilao.com_zzad4ffbc64e.JPG,31.338,17400.00,"R$ 19.400,00",15/07/2025,YAMAHA,6,2013,2013,Sim,DA PARTIDA,"R$ 33.991,00",FLEX,RECUPERADO DE FINANCIAMENTO,N/A,XJ6,motocicleta,Brasilia-DF (AGUAS CLARAS/DF),N/A
